Performance,Joke,HumanScorePostJokeOnly,Notes
2019-04-13 Cienna Nerdy Show at The Drake,tags/catfish_joke_positive.ogg.wav,-1,
2019-04-13 Cienna Nerdy Show at The Drake,bender_joke.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,closing_take_jobs.ogg.wav,-1,
2019-04-13 Cienna Nerdy Show at The Drake,silicon_valley_joke_pt1.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,job_joke.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/robot_tinder_2_negative.ogg.wav,-1,
2019-04-13 Cienna Nerdy Show at The Drake,robot_sexy_times.ogg.wav,-1,
2019-04-13 Cienna Nerdy Show at The Drake,light_bulb_joke.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-04-13 Cienna Nerdy Show at The Drake,ip_address_joke_2.ogg.wav,-1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/rent_prices_oregon_negative.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,white_people_joke.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,rosie_joke.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,robot_name_joke_2.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,silicon_valley_joke_pt2.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/family_joke_positive_2.ogg.wav,-1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/plastic_surgery_joke_negative.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,tags/inverse_kinematics_equations_positive_2.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,c3po_joke.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,wall-e_joke.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/robot_joke_positive.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,big_chips_joke.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,tags/gdpr_joke_positive.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/too_robotic_joke_positive_2.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,baha_men_joke_oregon.ogg.wav,0,
2019-04-13 Cienna Nerdy Show at The Drake,siri_backpropagate.ogg.wav,1,
2019-04-13 Cienna Nerdy Show at The Drake,tags/white_people_joke_positive_2.ogg.wav,-1,
2019-04-18 Bombs Away Cafe,domain_name_dot_com.wav,1,
2019-04-18 Bombs Away Cafe,tags/family_joke_positive_2.ogg.wav,1,
2019-04-18 Bombs Away Cafe,congratulations_im_feeling_lucky.wav,1,
2019-04-18 Bombs Away Cafe,robot_name_joke_2.ogg.wav,-1,
2019-04-18 Bombs Away Cafe,domain_name_joke.wav,1,
2019-04-18 Bombs Away Cafe,tags/catfish_joke_positive.ogg.wav,1,
2019-04-18 Bombs Away Cafe,congratulations_youve_won_joke.wav,1,
2019-04-18 Bombs Away Cafe,silicon_valley_joke_pt1.wav,-1,
2019-04-18 Bombs Away Cafe,closing_take_jobs.ogg.wav,0,
2019-04-18 Bombs Away Cafe,tags/power_cord_joke_positive.wav,0,
2019-04-18 Bombs Away Cafe,tags/robot_tinder_2_positive.ogg.wav,0,
2019-04-18 Bombs Away Cafe,420_joke.wav,1,
2019-04-18 Bombs Away Cafe,tags/killing_tag.wav,0,
2019-04-18 Bombs Away Cafe,tags/robot_joke_positive.wav,-1,
2019-04-18 Bombs Away Cafe,silicon_valley_joke_pt2.wav,0,
2019-04-19 Singu-hilarity,tags/gdpr_joke_positive.ogg.wav,0,
2019-04-19 Singu-hilarity,white_people_joke.ogg.wav,-1,
2019-04-19 Singu-hilarity,silicon_valley_joke_pt2.wav,0,
2019-04-19 Singu-hilarity,tags/family_joke_positive_2.ogg.wav,0,
2019-04-19 Singu-hilarity,congratulations_im_feeling_lucky.wav,-1,
2019-04-19 Singu-hilarity,light_bulb_joke.ogg.wav,-1,
2019-04-19 Singu-hilarity,bender_joke.ogg.wav,0,
2019-04-19 Singu-hilarity,wall-e_joke.ogg.wav,0,
2019-04-19 Singu-hilarity,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-04-19 Singu-hilarity,robot_name_joke_2.ogg.wav,-1,
2019-04-19 Singu-hilarity,tags/rent_prices_oregon_negative.ogg.wav,-1,
2019-04-19 Singu-hilarity,siri_backpropagate.ogg.wav,0,
2019-04-19 Singu-hilarity,domain_name_dot_com.wav,-1,
2019-04-19 Singu-hilarity,tags/power_cord_joke_negative.wav,0,
2019-04-19 Singu-hilarity,tags/robot_tinder_2_negative.ogg.wav,-1,
2019-04-19 Singu-hilarity,tags/too_robotic_joke_negative.wav,-1,
2019-04-19 Singu-hilarity,big_chips_joke.ogg.wav,-1,
2019-04-19 Singu-hilarity,tags/inverse_kinematics_equations_negative.ogg.wav,-1,
2019-04-19 Singu-hilarity,job_joke.ogg.wav,-1,
2019-04-19 Singu-hilarity,silicon_valley_joke_pt1.wav,0,
2019-04-19 Singu-hilarity,catfish_joke_2.ogg.wav,-1,
2019-04-19 Singu-hilarity,closing_take_jobs.ogg.wav,-1,
2019-04-19 Singu-hilarity,tags/robot_joke_positive.wav,-1,
2019-04-19 Singu-hilarity,rosie_joke.ogg.wav,0,
2019-04-19 Singu-hilarity,domain_name_joke.wav,-1,
2019-04-19 Singu-hilarity,tags/white_people_joke_negative.ogg.wav,0,
2019-04-19 Singu-hilarity,tags/plastic_surgery_joke_negative.ogg.wav,0,
2019-04-19 Singu-hilarity,congratulations_youve_won_joke.wav,0,
2019-04-19 Singu-hilarity,ip_address_joke_2.ogg.wav,-1,
2019-04-19 Singu-hilarity,baha_men_joke_oregon.ogg.wav,-1,
2019-04-19 Singu-hilarity,c3po_joke.ogg.wav,-1,
2019-04-22 Class Performance,tags/robot_joke_negative_2.ogg.wav,0,
2019-04-22 Class Performance,robot_name_joke_2.ogg.wav,-1,
2019-04-22 Class Performance,congratulations_im_feeling_lucky.wav,-1,
2019-04-22 Class Performance,wall-e_joke.ogg.wav,-1,
2019-04-22 Class Performance,congratulations_youve_won_joke.wav,-1,
2019-04-22 Class Performance,tags/plastic_surgery_joke_negative.ogg.wav,-1,
2019-04-22 Class Performance,tags/family_joke_positive_2.ogg.wav,-1,
2019-04-22 Class Performance,tags/gdpr_joke_positive.ogg.wav,0,
2019-04-22 Class Performance,tags/too_robotic_joke_negative.wav,-1,
2019-04-22 Class Performance,closing_take_jobs.ogg.wav,-1,
2019-04-22 Class Performance,c3po_joke.ogg.wav,-1,
2019-04-22 Class Performance,silicon_valley_joke_pt1.wav,0,
2019-04-22 Class Performance,tags/inverse_kinematics_equations_negative.ogg.wav,-1,
2019-04-22 Class Performance,rosie_joke.ogg.wav,-1,
2019-04-22 Class Performance,silicon_valley_joke_pt2.wav,-1,
2019-05-16 Bombs Away Cafe,inverse_kinematics_equations.ogg.wav,1,
2019-05-16 Bombs Away Cafe,family_joke.ogg.wav,0,
2019-05-16 Bombs Away Cafe,gdpr_joke.ogg.wav,0,
2019-05-16 Bombs Away Cafe,big_chips_joke.ogg.wav,1,
2019-05-16 Bombs Away Cafe,robot_name_joke_2.ogg.wav,0,
2019-05-16 Bombs Away Cafe,light_bulb_joke.ogg.wav,0,
2019-05-16 Bombs Away Cafe,closing_take_jobs.ogg.wav,0,
2019-05-16 Bombs Away Cafe,siri_backpropagate.ogg.wav,0,
2019-05-16 Bombs Away Cafe,robot_tinder_2.ogg.wav,1,
2019-06-19 Trek Theater,family_joke.ogg.wav,0,
2019-06-19 Trek Theater,for_all_my_robots_joke.ogg.wav,1,
2019-06-19 Trek Theater,wall-e_joke.ogg.wav,-1,
2019-06-19 Trek Theater,closing_take_jobs.ogg.wav,0,
2019-06-19 Trek Theater,gdpr_joke.ogg.wav,0,
2019-06-19 Trek Theater,inverse_kinematics_equations.ogg.wav,-1,
2019-06-19 Trek Theater,plastic_surgery_joke.ogg.wav,-1,
2019-06-19 Trek Theater,robot_name_joke_2.ogg.wav,1,
2019-06-19 Trek Theater,silicon_valley_joke_pt1.wav,1,
2019-06-19 Trek Theater,terminator_joke.ogg.wav,1,
2019-06-19 Trek Theater,c3po_joke.ogg.wav,-1,
2019-06-19 Trek Theater,congratulations_im_feeling_lucky.wav,-1,
2019-06-19 Trek Theater,baha_men_joke_oregon.ogg.wav,-1,
2019-06-19 Trek Theater,rent_prices_oregon.ogg.wav,-1,
2019-06-19 Trek Theater,domain_name_joke.wav,0,
2019-06-19 Trek Theater,rosie_joke.ogg.wav,-1,
2019-06-19 Trek Theater,silicon_valley_joke_pt2.wav,0,
2019-06-19 Trek Theater,big_chips_joke.ogg.wav,0,
2019-06-19 Trek Theater,congratulations_youve_won_joke.wav,0,
2019-06-19 Trek Theater,ip_address_joke_2.ogg.wav,0,
2019-06-19 Trek Theater,too_robotic_joke.ogg.wav,0,
2019-06-19 Trek Theater,encryption_joke.ogg.wav,0,
2019-06-19 Trek Theater,job_joke.ogg.wav,-1,
2019-06-19 Trek Theater,domain_name_dot_com.wav,0,
2019-06-19 Trek Theater,siri_backpropagate.ogg.wav,0,
2019-06-19 Trek Theater,robot_sexy_times.ogg.wav,0,
2019-06-19 Trek Theater,power_cord_joke.wav,0,
2019-06-19 Trek Theater,bender_joke.ogg.wav,0,
2019-06-19 Trek Theater,white_people_joke.ogg.wav,0,
2019-06-19 Trek Theater,light_bulb_joke.ogg.wav,-1,
2019-06-19 Trek Theater,catfish_joke_2.ogg.wav,-1,
2019-06-19 Trek Theater,robot_tinder_2.ogg.wav,0,
2019-06-20 Bombs Away Cafe,robot_tinder_2.ogg.wav,-1,
2019-06-20 Bombs Away Cafe,light_bulb_joke.ogg.wav,0,
2019-06-20 Bombs Away Cafe,domain_name_joke.wav,0,
2019-06-20 Bombs Away Cafe,robot_name_joke_2.ogg.wav,0,
2019-06-20 Bombs Away Cafe,robot_sexy_times.ogg.wav,0,
2019-06-20 Bombs Away Cafe,big_chips_joke.ogg.wav,-1,
2019-06-20 Bombs Away Cafe,ip_address_joke_2.ogg.wav,-1,
2019-06-20 Bombs Away Cafe,congratulations_im_feeling_lucky.wav,1,
2019-06-20 Bombs Away Cafe,encryption_joke.ogg.wav,1,
2019-06-20 Bombs Away Cafe,domain_name_dot_com.wav,0,
2019-06-20 Bombs Away Cafe,closing_take_jobs.ogg.wav,1,
2019-06-20 Bombs Away Cafe,power_cord_joke.wav,0,
2019-06-20 Bombs Away Cafe,congratulations_youve_won_joke.wav,0,
2019-06-20 Bombs Away Cafe,catfish_joke_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,silicon_valley_joke_pt2.wav,0,
2019-08-15 Bombs Away Cafe,wall-e_joke.ogg.wav,1,
2019-08-15 Bombs Away Cafe,job_joke.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,tags/catfish_joke_positive.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/plastic_surgery_joke_negative.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/white_people_joke_positive_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/gdpr_joke_positive.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/inverse_kinematics_equations_positive_2.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,silicon_valley_joke_pt1.wav,0,
2019-08-15 Bombs Away Cafe,tags/family_joke_positive_2.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,light_bulb_joke.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,closing_take_jobs.ogg.wav,0,
2019-08-15 Bombs Away Cafe,robot_name_joke_2.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,tags/robot_tinder_2_positive.ogg.wav,1,
2019-08-15 Bombs Away Cafe,tags/too_robotic_joke_negative.wav,1,
2019-08-15 Bombs Away Cafe,bender_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/robot_joke_positive.wav,0,
2019-08-15 Bombs Away Cafe,ip_address_joke_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,rosie_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,c3po_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,white_people_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/encryption_joke_positive_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,siri_backpropagate.ogg.wav,0,
2019-08-15 Bombs Away Cafe,robot_sexy_times.ogg.wav,0,
2019-08-15 Bombs Away Cafe,baha_men_joke_oregon.ogg.wav,0,
2019-08-15 Bombs Away Cafe,big_chips_joke.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,tags/rent_prices_oregon_negative.ogg.wav,-1,
2019-08-23 Spectrum,light_bulb_joke.ogg.wav,0,
2019-08-23 Spectrum,siri_backpropagate.ogg.wav,1,
2019-08-23 Spectrum,job_joke.ogg.wav,-1,
2019-08-23 Spectrum,bender_joke.ogg.wav,-1,
2019-08-23 Spectrum,domain_name_joke.wav,0,
2019-08-23 Spectrum,too_robotic_joke.ogg.wav,0,
2019-08-23 Spectrum,c3po_joke.ogg.wav,-1,
2019-08-23 Spectrum,silicon_valley_joke_pt1.wav,1,
2019-08-23 Spectrum,wall-e_joke.ogg.wav,1,
2019-08-23 Spectrum,family_joke.ogg.wav,0,
2019-08-23 Spectrum,terminator_joke.ogg.wav,1,
2019-08-23 Spectrum,plastic_surgery_joke.ogg.wav,1,
2019-08-23 Spectrum,robot_name_joke_2.ogg.wav,1,
2019-08-23 Spectrum,gdpr_joke.ogg.wav,0,
2019-08-23 Spectrum,power_cord_joke.wav,0,
2019-08-23 Spectrum,congratulations_youve_won_joke.wav,-1,
2019-08-23 Spectrum,encryption_joke.ogg.wav,1,
2019-08-23 Spectrum,silicon_valley_joke_pt2.wav,0,
2019-08-23 Spectrum,catfish_joke_2.ogg.wav,0,
2019-08-23 Spectrum,ip_address_joke_2.ogg.wav,0,
2019-08-23 Spectrum,white_people_joke.ogg.wav,1,
2019-08-23 Spectrum,robot_sexy_times.ogg.wav,1,
2019-08-23 Spectrum,rent_prices_oregon.ogg.wav,0,
2019-08-23 Spectrum,congratulations_im_feeling_lucky.wav,-1,
2019-08-23 Spectrum,rosie_joke.ogg.wav,-1,
2019-08-23 Spectrum,closing_take_jobs.ogg.wav,0,
2019-08-23 Spectrum,baha_men_joke_oregon.ogg.wav,0,
2019-08-23 Spectrum,domain_name_dot_com.wav,0,
2019-08-23 Spectrum,robot_tinder_2.ogg.wav,0,
2019-08-23 Spectrum,inverse_kinematics_equations.ogg.wav,0,
2019-08-23 Spectrum,for_all_my_robots_joke.ogg.wav,-1,
2019-08-23 Spectrum,big_chips_joke.ogg.wav,0,
2019-09-05 Stand-up Science,gdpr_joke.ogg.wav,0,
2019-09-05 Stand-up Science,terminator_joke.ogg.wav,1,
2019-09-05 Stand-up Science,robot_sexy_times.ogg.wav,0,
2019-09-05 Stand-up Science,robot_name_joke_2.ogg.wav,0,
2019-09-05 Stand-up Science,encryption_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,silicon_valley_joke_pt1.wav,1,
2019-09-05 Stand-up Science,job_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,plastic_surgery_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,catfish_joke_2.ogg.wav,0,
2019-09-05 Stand-up Science,for_all_my_robots_joke.ogg.wav,1,
2019-09-05 Stand-up Science,inverse_kinematics_equations.ogg.wav,0,
2019-09-05 Stand-up Science,rosie_joke.ogg.wav,0,
2019-09-05 Stand-up Science,baha_men_joke_oregon.ogg.wav,-1,
2019-09-05 Stand-up Science,bender_joke.ogg.wav,1,
2019-09-05 Stand-up Science,wall-e_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,silicon_valley_joke_pt2.wav,-1,
2019-09-05 Stand-up Science,big_chips_joke.ogg.wav,0,
2019-09-05 Stand-up Science,siri_backpropagate.ogg.wav,0,
2019-09-05 Stand-up Science,family_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,too_robotic_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,ip_address_joke_2.ogg.wav,0,
2019-09-05 Stand-up Science,closing_take_jobs.ogg.wav,-1,
2019-09-05 Stand-up Science,c3po_joke.ogg.wav,0,
2019-09-05 Stand-up Science,rent_prices_oregon.ogg.wav,-1,
2019-09-05 Stand-up Science,light_bulb_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,robot_tinder_2.ogg.wav,0,
2019-09-05 Stand-up Science,white_people_joke.ogg.wav,0,
2019-09-06 RoboCom,robot_sexy_times.ogg.wav,0,
2019-09-06 RoboCom,ip_address_joke_2.ogg.wav,-1,
2019-09-06 RoboCom,tags/megaman_positive.ogg.wav,1,
2019-09-06 RoboCom,tags/rent_prices_oregon_negative.ogg.wav,1,
2019-09-06 RoboCom,tags/white_people_joke_positive_2.ogg.wav,0,
2019-09-06 RoboCom,tags/catfish_joke_positive.ogg.wav,0,
2019-09-06 RoboCom,silicon_valley_joke_pt1.wav,-1,
2019-09-06 RoboCom,tags/encryption_joke_positive_2.ogg.wav,1,
2019-09-06 RoboCom,domain_name_dot_com.wav,-1,
2019-09-06 RoboCom,congratulations_im_feeling_lucky.wav,-1,
