Performance,Joke,HumanScorePostJokeOnly,Notes
2019-09-06 RoboCom,robot_babies.ogg.wav,0,
2019-09-06 RoboCom,vibrator_pt_2.ogg.wav,-1,
2019-09-06 RoboCom,domain_name_joke.wav,0,
2019-09-06 RoboCom,bender_joke.ogg.wav,0,
2019-09-06 RoboCom,stripper_joke.ogg.wav,1,
2019-09-06 RoboCom,tags/robot_joke_negative_2.ogg.wav,1,
2019-09-06 RoboCom,robot_drugs.ogg.wav,-1,
2019-09-06 RoboCom,boogie.ogg.wav,1,
2019-09-06 RoboCom,light_bulb_joke.ogg.wav,-1,
2019-09-06 RoboCom,tags/plastic_surgery_joke_negative.ogg.wav,-1,
2019-09-06 RoboCom,vibrator.ogg.wav,-1,
2019-09-06 RoboCom,c3po_joke.ogg.wav,-1,
2019-09-06 RoboCom,tags/power_cord_joke_negative.wav,1,
2019-09-06 RoboCom,robot_name_joke_2.ogg.wav,-1,
2019-09-06 RoboCom,congratulations_youve_won_joke.wav,0,
2019-09-06 RoboCom,white_people_joke.ogg.wav,0,
2019-09-06 RoboCom,too_robotic_joke.ogg.wav,-1,
2019-09-06 RoboCom,silicon_valley_joke_pt2.wav,-1,
2019-09-06 RoboCom,selfie_drone.ogg.wav,-1,
2019-09-06 RoboCom,tags/family_joke_positive_2.ogg.wav,0,
2019-09-06 RoboCom,tags/self_driving_limo_positive.ogg.wav,0,
2019-09-06 RoboCom,tags/inverse_kinematics_equations_positive_2.ogg.wav,0,
2019-09-06 RoboCom,baha_men_joke_oregon.ogg.wav,1,
2019-09-06 RoboCom,closing_take_jobs.ogg.wav,-1,
2019-09-06 RoboCom,stripper_vagina_joke.ogg.wav,0,
2019-09-06 RoboCom,siri_backpropagate.ogg.wav,0,
2019-09-06 RoboCom,tags/gdpr_joke_positive.ogg.wav,0,
2019-09-06 RoboCom,smoking_joke.ogg.wav,-1,
2019-09-06 RoboCom,rosie_joke.ogg.wav,1,
2019-09-06 RoboCom,big_chips_joke.ogg.wav,0,
2019-09-06 RoboCom,software_update.ogg.wav,-1,
2019-09-06 RoboCom,job_joke.ogg.wav,-1,
2019-09-06 RoboCom,wall-e_joke.ogg.wav,0,
2019-09-06 RoboCom,robot_tinder_2.ogg.wav,0,
2019-09-19 Bombs Away Cafe,ip_address_joke_2.ogg.wav,0,
2019-09-19 Bombs Away Cafe,closing_take_jobs.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,power_cord_joke.wav,1,
2019-09-19 Bombs Away Cafe,robot_name_joke_2.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,tags/self_driving_limo_positive.ogg.wav,1,
2019-09-19 Bombs Away Cafe,vibrator_pt_2.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,big_chips_joke.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,vibrator.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,domain_name_joke.wav,1,
2019-09-19 Bombs Away Cafe,stripper_joke.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,stripper_vagina_joke.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/family_joke_positive_2.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,white_people_joke.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/robot_drugs_positive.ogg.wav,0,
2019-09-19 Bombs Away Cafe,smoking_joke.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,tags/white_people_joke_negative.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/software_update_positive.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/robot_babies_positive.ogg.wav,1,
2019-09-19 Bombs Away Cafe,selfie_drone.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/too_robotic_joke_negative.wav,0,
2019-09-19 Bombs Away Cafe,tags/robot_tinder_2_positive.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,boogie.ogg.wav,0,
2019-09-19 Bombs Away Cafe,domain_name_dot_com.wav,0,
2019-09-19 Bombs Away Cafe,tags/megaman_positive.ogg.wav,0,
2019-09-21 Laugh Track Town USA,robot_name_joke_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,smoking_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/gdpr_joke_positive.ogg.wav,0,
2019-09-21 Laugh Track Town USA,family_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/software_update_positive.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,boogie.ogg.wav,0,
2019-09-21 Laugh Track Town USA,stripper_vagina_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,big_chips_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,siri_backpropagate.ogg.wav,0,
2019-09-21 Laugh Track Town USA,tags/robot_joke_negative_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/too_robotic_joke_negative.wav,0,
2019-09-21 Laugh Track Town USA,robot_babies.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/megaman_positive.ogg.wav,0,
2019-09-21 Laugh Track Town USA,selfie_drone.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,stripper_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,robot_sexy_times.ogg.wav,0,
2019-09-21 Laugh Track Town USA,vibrator_pt_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,white_people_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,closing_take_jobs.ogg.wav,0,
2019-09-21 Laugh Track Town USA,tags/self_driving_limo_negative.ogg.wav,0,
2019-09-21 Laugh Track Town USA,vibrator.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/robot_tinder_2_negative.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,baha_men_joke_oregon.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/white_people_joke_negative.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/robot_babies_positive.ogg.wav,1,
2019-10-11 Singu-hilarity,closing_take_jobs.ogg.wav,0,
2019-10-11 Singu-hilarity,stripper_vagina_joke.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/robot_joke_negative_2.ogg.wav,1,
2019-10-11 Singu-hilarity,vibrator.ogg.wav,0,
2019-10-11 Singu-hilarity,siri_backpropagate.ogg.wav,1,
2019-10-11 Singu-hilarity,baha_men_joke_oregon.ogg.wav,1,
2019-10-11 Singu-hilarity,tags/encryption_joke_positive_2.ogg.wav,1,
2019-10-11 Singu-hilarity,tags/metal_ceiling_positive.ogg.wav,-1,
2019-10-11 Singu-hilarity,boogie.ogg.wav,-1,
2019-10-11 Singu-hilarity,robot_name_joke_2.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/gdpr_joke_positive.ogg.wav,0,
2019-10-11 Singu-hilarity,vibrator_pt_2.ogg.wav,-1,
2019-10-11 Singu-hilarity,selfie_drone.ogg.wav,-1,
2019-10-11 Singu-hilarity,robot_sexy_times.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/family_joke_positive_2.ogg.wav,-1,
2019-10-11 Singu-hilarity,smoking_joke.ogg.wav,-1,
2019-10-11 Singu-hilarity,robot_tinder_2.ogg.wav,1,
2019-10-11 Singu-hilarity,software_update.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/megaman_positive.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/self_driving_limo_positive.ogg.wav,0,
2019-10-11 Singu-hilarity,stripper_joke.ogg.wav,-1,
2019-10-11 Singu-hilarity,white_people_joke.ogg.wav,0,
2019-10-11 Singu-hilarity,big_chips_joke.ogg.wav,-1,
2019-10-11 Singu-hilarity,tags/too_robotic_joke_negative.wav,-1,
2019-11-29 Comedy the Musical,siri_backpropagate.ogg.wav,0,
2019-11-29 Comedy the Musical,big_chips_joke.ogg.wav,0,
2019-11-29 Comedy the Musical,smoking_joke.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/family_joke_positive_2.ogg.wav,-1,
2019-11-29 Comedy the Musical,baha_men_joke_oregon.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/metal_ceiling_positive.ogg.wav,0,
2019-11-29 Comedy the Musical,robot_sexy_times.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-11-29 Comedy the Musical,boogie.ogg.wav,0,
2019-11-29 Comedy the Musical,white_people_joke.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/robot_babies_positive.ogg.wav,0,
2019-11-29 Comedy the Musical,tags/gdpr_joke_positive.ogg.wav,0,
2019-11-29 Comedy the Musical,closing_take_jobs.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/too_robotic_joke_negative.wav,0,
2019-11-29 Comedy the Musical,robot_name_joke_2.ogg.wav,-1,
2019-11-29 Crapshoot,tags/gdpr_joke_positive.ogg.wav,1,
2019-11-29 Crapshoot,smoking_joke.ogg.wav,-1,
2019-11-29 Crapshoot,siri_backpropagate.ogg.wav,1,
2019-11-29 Crapshoot,big_chips_joke.ogg.wav,0,
2019-11-29 Crapshoot,tags/metal_ceiling_positive.ogg.wav,0,
2019-11-29 Crapshoot,tags/encryption_joke_positive_2.ogg.wav,0,
2019-11-29 Crapshoot,white_people_joke.ogg.wav,-1,
2019-11-29 Crapshoot,baha_men_joke_oregon.ogg.wav,0,
2019-11-29 Crapshoot,tags/robot_babies_positive.ogg.wav,-1,
2019-11-29 Crapshoot,boogie.ogg.wav,0,
2019-11-29 Crapshoot,tags/family_joke_positive_2.ogg.wav,0,
2019-11-29 Crapshoot,robot_sexy_times.ogg.wav,-1,
2019-11-29 Crapshoot,closing_take_jobs.ogg.wav,-1,
2019-11-29 Crapshoot,tags/too_robotic_joke_negative.wav,0,
2019-11-29 Crapshoot,robot_name_joke_2.ogg.wav,0,
2019-12-06 Silent Background Recording,tags/robot_joke_negative_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/inverse_kinematics_equations_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/white_people_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,vibrator.ogg.wav,-1,
2019-12-06 Silent Background Recording,silicon_valley_joke_pt2.wav,-1,
2019-12-06 Silent Background Recording,tags/self_driving_limo_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/robot_tinder_2_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,congratulations_youve_won_joke.wav,-1,
2019-12-06 Silent Background Recording,tags/robot_drugs_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,selfie_drone.ogg.wav,-1,
2019-12-06 Silent Background Recording,domain_name_dot_com.wav,-1,
2019-12-06 Silent Background Recording,smoking_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/software_update_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,stripper_vagina_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/too_robotic_joke_negative.wav,-1,
2019-12-06 Silent Background Recording,robot_sexy_times.ogg.wav,-1,
2019-12-06 Silent Background Recording,c3po_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/power_cord_joke_negative.wav,-1,
2019-12-06 Silent Background Recording,siri_backpropagate.ogg.wav,-1,
2019-12-06 Silent Background Recording,silicon_valley_joke_pt1.wav,-1,
2019-12-06 Silent Background Recording,big_chips_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,boogie.ogg.wav,-1,
2019-12-06 Silent Background Recording,white_people_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,baha_men_joke_oregon.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/plastic_surgery_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,rosie_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/killing_joke_negative.wav,-1,
2019-12-06 Silent Background Recording,tags/gdpr_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,vibrator_pt_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/rent_prices_oregon_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,job_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/encryption_joke_negative_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,light_bulb_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,bender_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/catfish_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,ip_address_joke_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,stripper_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,closing_take_jobs.ogg.wav,-1,
2019-12-06 Silent Background Recording,wall-e_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,congratulations_im_feeling_lucky.wav,-1,
2019-12-06 Silent Background Recording,domain_name_joke.wav,-1,
2019-12-06 Silent Background Recording,robot_name_joke_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/megaman_negative.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,bender_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/megaman_positive.ogg.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,boogie.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/self_driving_limo_positive.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,vibrator.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,stripper_vagina_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/software_update_negative.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/family_joke_positive_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,light_bulb_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_tinder_2_negative.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,wall-e_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,congratulations_im_feeling_lucky.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,domain_name_dot_com.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,vibrator_pt_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_drugs_positive.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/inverse_kinematics_equations_negative.ogg.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,robot_name_joke_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_babies_positive.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/too_robotic_joke_negative.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,stripper_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,white_people_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,job_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_joke_negative_2.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,congratulations_youve_won_joke.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,closing_take_jobs.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,terminator_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,rosie_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/catfish_joke_positive.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/power_cord_joke_negative.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/gdpr_joke_positive.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,c3po_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,selfie_drone.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,domain_name_joke.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,ip_address_joke_2.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,smoking_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,big_chips_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,siri_backpropagate.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,baha_men_joke_sanfran.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,robot_sexy_times.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/plastic_surgery_joke_negative.ogg.wav,0,
